,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
10873,1636148068921376768,Gaia DR3 608024333818424448,608024333818424448,359104371,2016.0,132.68854656056945,0.017323209,12.498340111504243,0.009340909,1.142117020628695,0.021653067,52.7462,11.489866,-11.060506181187137,0.022189979,-3.1116275140570826,0.016007561,-0.21387024,-0.16685449,-0.09340396,0.1550252,0.106636256,0.10553127,-0.12819864,0.3897618,-0.37216577,-0.16977663,378,0,377,1,-1.758155,328.9732,0.0,0.0,31,False,1.5572346,,,,,,,,44,19,0.03213429,47,9,0,0.056585446,10.360223,0,0,0.93536395,0.2576009,0.5566592,0.20355318,0.2973802,-168.44795,7.6639094,-54.230232,-17.691998,False,391,45170.23659476872,8.671566,5209.006,14.050236,43,24342.006497976894,20.075745,1212.5083,14.372651,42,29719.975429215934,18.799183,1580.9185,13.565274,1.1968497,0,0,0,1,0,0.80737686,0.32241535,0.4849615,32.965286,3.8569298,2,21,9,15,6.488296,,,902.5101,,6000.0,4.5,0.25,222,,,,13.3136,0.115122564,12,,VARIABLE,214.88178343109178,32.065059957774444,131.64086622594758,-4.985495517054685,False,False,0,True,True,False,True,False,True,True,False,1.03335316e-13,5.161547e-13,0.99987,5703.127,5697.2065,5709.182,4.2956,4.2821,4.3065,-0.1379,-0.1457,-0.1291,803.9704,791.194,819.0143,0.0103,0.006,0.0148,0.0086,0.005,0.0124,0.0046,0.0026,0.0067,MARCS,0.7062104862201017
10984,1636148068921376768,Gaia DR3 604682501369762048,604682501369762048,1253219612,2016.0,133.34051923140788,0.013560739,11.28739417204468,0.007829724,1.1498992967697386,0.017158924,67.01465,11.4398155,-11.086915216998143,0.017857168,-2.819519237402187,0.013070053,-0.42726725,-0.1899703,-0.25119948,-0.036197178,0.24934034,0.05315451,-0.18412538,0.26843202,-0.20246641,-0.2776545,600,0,599,1,0.95724386,630.8327,0.0,0.0,31,False,1.5674086,,,,,,,,69,19,0.026180075,71,29,0,0.04121676,159.13431,0,0,1.0273343,0.119278945,0.628219,0.31608126,0.08544664,121.785576,18.098333,45.09929,43.415585,False,611,58600.680170649364,9.127089,6420.523,13.767611,67,32140.77558332406,16.192238,1984.9496,14.070901,65,37847.88414178605,23.388378,1618.2346,13.302792,1.1943319,0,0,0,1,0,0.7681093,0.30329037,0.46481895,31.95562,2.8831215,2,26,4,13,9.691429,,,870.70306,,5750.0,4.5,-0.25,101,,,,13.093513,0.05869109,23,,NOT_AVAILABLE,216.49523175008824,32.138463103973905,132.58912945648294,-5.97666260603641,False,False,0,True,True,False,False,False,True,True,False,1.04659106e-13,5.22767e-13,0.999739,5997.0596,5982.989,6010.547,4.2816,4.2724,4.2908,-0.3183,-0.3282,-0.3073,858.9305,846.1791,871.2244,0.0584,0.0518,0.0653,0.0495,0.0438,0.0553,0.0266,0.0235,0.0297,PHOENIX,0.7099780093752808
11186,1636148068921376768,Gaia DR3 604689308892956416,604689308892956416,375431801,2016.0,133.44463634843422,0.016694423,11.391858039446946,0.0090556145,1.1175597377427697,0.02319519,48.180668,11.477835,-11.162656897609352,0.024478426,-2.671287787813964,0.016658936,-0.410896,-0.13256265,-0.25306946,-0.0228184,0.29369345,0.1169932,-0.20101547,0.40840062,-0.3327524,-0.3198348,679,679,658,21,7.1723976,2247.3064,0.14214304,36.254696,31,True,1.4796761,,,,,,,,77,18,0.036298487,79,30,0,0.040841676,146.16354,0,0,1.2043529,,,,,,,,,False,621,396163.78217642993,68.51089,5782.4937,11.69268,76,181702.3012185528,75.84682,2395.6484,12.190141,75,305738.34887612093,65.69881,4653.636,11.034521,1.2304019,0,9,0,9,0,1.1556196,0.49746037,0.65815926,33.130947,0.2686057,1,35,7,13,58.713173,-0.66259927,0.61944795,933.9194,4.834936,5000.0,3.0,0.0,222,8.665245,3.9042628,27,10.761919,0.007683037,27,64.1702,NOT_AVAILABLE,216.4344508395445,32.27517110577222,132.65895789201375,-5.848172533277735,False,False,0,True,True,True,False,False,False,True,False,1.0222187e-13,5.105931e-13,0.9999802,,,,,,,,,,,,,,,,,,,,,,,0.7170235838229443
11373,1636148068921376768,Gaia DR3 605035066644502272,605035066644502272,1597021751,2016.0,133.51116967776989,0.017817272,12.134501159706058,0.0077242907,1.1390161686745999,0.021887258,52.04015,11.483891,-11.07202869441021,0.022355683,-3.0479357853520987,0.014838638,-0.30599058,-0.36538777,-0.28981447,0.22788285,0.28071907,0.18671162,-0.12468372,0.35615376,-0.36094913,-0.25727335,447,0,447,0,-1.2524127,407.37332,0.0,0.0,31,False,1.5685415,,,,,,,,51,17,0.033181664,54,10,0,0.027979404,170.91365,1,0,0.95743054,0.46722195,0.67185426,0.3483699,0.32510853,-173.85745,7.235494,-57.40905,-6.351229,True,467,63401.84133476481,10.07069,6295.6797,13.682112,49,34820.6846943989,19.172018,1816.2242,13.983949,51,40867.00257263548,20.093151,2033.8772,13.219463,1.1937774,0,1,0,0,0,0.76448536,0.30183697,0.4626484,35.94007,2.9497123,2,29,4,14,10.871031,,,934.1703,,5750.0,4.5,-0.25,101,,,,13.026718,0.03957063,26,,NOT_AVAILABLE,215.6678830424513,32.64586739150894,132.516734264112,-5.116244406964398,False,False,0,True,True,False,False,False,True,True,False,1.0508702e-13,5.249044e-13,0.99969655,5866.373,5856.5874,5882.743,4.2374,4.216,4.2623,-0.2979,-0.3073,-0.2838,756.3207,736.7324,773.4734,0.0412,0.0352,0.0506,0.0349,0.0297,0.0429,0.0188,0.016,0.0231,MARCS,0.7236231792812251
12294,1636148068921376768,Gaia DR3 608002408009810176,608002408009810176,206401577,2016.0,132.41577782538715,0.018402161,12.435147489034115,0.01033418,1.1477958191692608,0.02092773,54.84569,11.533079,-11.13887981666706,0.02340329,-2.9895276618235336,0.01797009,-0.2925181,-0.2845569,-0.16077852,0.051361647,0.23773272,0.054922245,-0.032532286,0.064735316,-0.067414835,-0.18461436,346,0,345,1,-0.112691954,340.71127,0.0,0.0,31,False,1.5581126,,,,,,,,41,17,0.033288453,43,9,0,0.06933011,11.76921,0,0,0.99470276,0.38381734,0.5175067,0.26432306,0.30120072,-173.918,12.145622,59.60503,-19.191635,False,358,42632.88233862292,8.10307,5261.3247,14.113005,40,22976.229737664275,18.327692,1253.6346,14.435346,39,28020.97395461644,17.219131,1627.3163,13.629188,1.1961942,0,1,0,0,0,0.80615807,0.32234097,0.4838171,33.18507,5.07562,2,20,6,12,5.8834796,,,719.5414,,5750.0,4.0,0.0,111,,,,13.453658,0.064091615,15,,NOT_AVAILABLE,214.82016900712605,31.796369727549262,131.40055601329328,-5.118264667983064,False,False,0,True,True,False,False,False,True,True,False,1.03506843e-13,5.1701146e-13,0.999853,5699.797,5692.836,5713.1484,4.3423,4.2987,4.3648,-0.1778,-0.19,-0.1569,859.7217,825.1669,933.3866,0.007,0.0023,0.0166,0.0059,0.0019,0.0139,0.0031,0.001,0.0075,MARCS,0.7556805348375042
12506,1636148068921376768,Gaia DR3 608000041483441920,608000041483441920,1266082639,2016.0,132.28407096886014,0.014710709,12.334845841047375,0.008319609,1.143263440954867,0.016393917,69.73706,11.169405,-10.760951346369048,0.0177324,-2.99291360558695,0.013960241,-0.21656696,-0.20447184,-0.15399164,0.1120381,0.0967869,0.084577836,-0.1495696,0.16503477,-0.16489391,-0.17406277,378,0,378,0,0.36951482,384.52362,0.0,0.0,31,True,1.5717167,,,,,,,,44,19,0.025398655,49,10,0,0.05604075,9.125483,0,0,1.0126618,0.23897655,0.5180564,0.16189525,0.33447814,-164.26448,8.229135,-53.222393,-19.810064,False,403,65840.3493148264,12.863175,5118.5146,13.641136,44,36436.184676930316,24.897018,1463.4758,13.93471,42,42051.7774113502,29.143524,1442.9202,13.188435,1.1920952,0,1,0,2,0,0.74627495,0.29357338,0.45270157,34.478535,2.7686262,2,21,6,15,8.754535,,,884.75885,,6000.0,4.0,0.0,222,,,,12.9972925,0.026241176,16,,NOT_AVAILABLE,214.86507757852848,31.637782932397418,131.30324798029315,-5.249480474513111,False,False,0,True,True,False,False,False,True,True,False,1.0565753e-13,5.2775406e-13,0.9996401,6044.49,6034.7124,6055.3906,4.2722,4.2645,4.2813,-0.2845,-0.2924,-0.276,842.5525,831.0299,853.6131,0.04,0.0345,0.0457,0.0339,0.0292,0.0388,0.0182,0.0157,0.0209,PHOENIX,0.7627181838265406
12815,1636148068921376768,Gaia DR3 607987427163771520,607987427163771520,1120139008,2016.0,132.12230292728867,0.014065635,12.10980570704204,0.0075083175,1.122717519302432,0.016624473,67.53402,11.21089,-10.852458703453923,0.017255262,-2.8121503388187508,0.012273432,-0.27395776,-0.13054393,-0.13793887,0.21985184,0.114478506,0.17124793,-0.17450467,0.30360603,-0.31473422,-0.12658666,393,0,392,1,-2.461849,325.74423,0.0,0.0,31,True,1.5745155,,,,,,,,45,18,0.024679912,47,10,0,0.040761128,178.03986,0,0,0.91199344,0.29429993,0.5763864,0.2927672,0.16260736,-165.047,7.9394274,-46.491207,-21.086458,False,404,85856.49566443342,15.149278,5667.3657,13.352934,46,47731.028291183466,21.57656,2212.1707,13.641541,43,54573.289846097396,29.76299,1833.5956,12.905445,1.1915734,0,4,0,0,0,0.7360954,0.28860664,0.44748878,35.6076,1.9311309,2,25,0,16,13.610791,,,933.9937,,6000.0,4.5,-0.25,101,,,,12.74444,0.01860903,26,,NOT_AVAILABLE,215.0284563742782,31.40062966312261,131.21094031786217,-5.508697070893935,False,False,0,True,True,False,False,False,True,True,False,1.0589242e-13,5.289273e-13,0.99961686,6066.637,6058.2866,6076.2896,4.1884,4.1803,4.1964,-0.2716,-0.2783,-0.2646,858.1072,846.7531,869.8007,0.0339,0.0291,0.0388,0.0288,0.0247,0.0329,0.0155,0.0132,0.0177,PHOENIX,0.7724612991465687
12821,1636148068921376768,Gaia DR3 605048844899585152,605048844899585152,881923787,2016.0,133.4900893784005,0.0143804485,12.262759736287878,0.007466464,1.123562286016558,0.018464573,60.84962,11.336039,-10.90823972872985,0.018673167,-3.0848129615404227,0.014915308,-0.32531792,-0.23491065,-0.08556381,0.04688611,0.19654873,0.0578359,0.055044953,0.39200994,-0.18404655,-0.43822506,433,0,433,0,-0.29226103,423.30508,0.0,0.0,31,True,1.5745579,,,,,,,,50,17,0.028977491,53,8,0,0.033644393,177.02814,0,0,0.98925126,0.40094885,0.61658895,0.31195375,0.26818866,-172.59927,11.4432745,-56.364178,-9.421323,True,452,83085.06080360287,15.236717,5452.95,13.388559,47,46174.46249712523,26.296553,1755.9131,13.677538,49,52821.379234849686,23.471128,2250.4832,12.940871,1.1915,0,6,0,7,0,0.7366667,0.28897858,0.4476881,30.142801,2.23771,2,29,5,15,13.424766,,,902.3628,,6000.0,4.0,0.0,222,,,,12.775697,0.02654507,24,,NOT_AVAILABLE,215.5191383727702,32.680425729608125,132.46145208039457,-4.9985905448156425,False,False,0,True,True,False,False,False,False,True,False,1.0819808e-13,5.4044394e-13,0.9993886,6132.0747,6123.6743,6138.4775,4.205,4.1834,4.2183,-0.2902,-0.2961,-0.2854,849.3542,831.1458,879.611,0.0757,0.0709,0.0797,0.0645,0.0604,0.0679,0.0347,0.0324,0.0365,PHOENIX,0.772582961048167
12851,1636148068921376768,Gaia DR3 605036720207538048,605036720207538048,493445366,2016.0,133.51906713516706,0.018259287,12.222021964806402,0.0087294495,1.140352837749473,0.022954037,49.679836,11.465014,-11.095152029511766,0.024241988,-2.888626632909168,0.017895937,-0.29120806,-0.12008283,-0.15395358,-0.006357619,0.18936072,0.031808887,0.08637211,0.3086052,-0.22079949,-0.3559719,445,0,443,2,0.75403184,464.54263,0.0,0.0,31,False,1.5596951,,,,,,,,51,17,0.036059804,54,8,0,0.05530294,0.67801654,1,0,1.0248169,0.4123844,0.65063244,0.38772485,0.29563197,-177.24344,10.054468,-56.814396,-6.391683,False,455,46318.76098147857,8.84911,5234.2847,14.022975,53,25050.072654588737,18.336594,1366.1246,14.341519,45,30374.586110696728,18.774126,1617.8961,13.541619,1.196592,0,1,0,1,0,0.79990005,0.3185444,0.48135567,31.140596,2.7673678,2,26,3,11,7.4403424,,,871.1304,,6000.0,4.5,0.0,222,,,,13.36276,0.048306048,24,,NOT_AVAILABLE,215.5771407877011,32.68927604542431,132.50002582422,-5.029974501376665,False,False,0,True,True,False,False,False,True,True,False,1.0432625e-13,5.2110437e-13,0.9997719,5694.7954,5691.839,5699.259,4.3459,4.3367,4.3551,-0.3421,-0.3498,-0.3339,804.351,791.5207,817.993,0.0021,0.0005,0.0051,0.0018,0.0004,0.0043,0.001,0.0002,0.0023,MARCS,0.7733085543104442
13963,1636148068921376768,Gaia DR3 605123993942814976,605123993942814976,1116987773,2016.0,132.9174291317755,0.016666228,12.619173733386221,0.008741657,1.1744286060127522,0.019666098,59.718437,11.28856,-10.868463266753356,0.020883707,-3.0509172484586795,0.014551203,-0.21272059,-0.22737792,-0.09214304,0.25876415,0.13310687,0.17965193,-0.15603468,0.4040867,-0.281718,-0.119705535,401,0,396,5,0.014403666,394.27142,0.0,0.0,31,False,1.5395329,,,,,,,,46,18,0.029984605,50,9,0,0.01568249,156.01572,0,0,0.9996626,0.29610288,0.570622,0.18634187,0.26605344,-161.11964,6.2562613,-48.748585,-17.146389,False,428,52550.501273151014,7.6846805,6838.3457,13.885924,43,27369.76868219241,23.334484,1172.9323,14.245364,43,35833.113522083884,17.450525,2053.4116,13.362185,1.2027075,0,0,0,0,0,0.88317966,0.35943985,0.5237398,35.78998,2.902867,2,24,6,14,8.575819,,,934.2446,,5500.0,4.5,0.0,222,,,,13.161573,0.038240522,19,,NOT_AVAILABLE,214.8603730132002,32.31840316810141,131.82378436733,-4.808589087615623,False,False,0,True,True,False,False,False,True,True,False,1.0508702e-13,5.249044e-13,0.99969655,5531.688,5527.8145,5536.607,4.2761,4.2625,4.2863,-0.3017,-0.3092,-0.2937,804.8024,789.4165,825.0976,0.0018,0.0004,0.0045,0.0015,0.0003,0.0037,0.0008,1e-04,0.002,PHOENIX,0.8118582288503483
14317,1636148068921376768,Gaia DR3 605038644352883456,605038644352883456,1661639587,2016.0,133.54408336288182,0.022308232,12.277117989899391,0.010997854,1.1314989452650228,0.02903964,38.963947,11.349504,-10.967606661423257,0.030759603,-2.919393404306094,0.024927475,-0.3599263,-0.23802091,-0.18174447,0.011622563,0.266564,0.03771722,0.12362136,0.3896624,-0.22937372,-0.49930358,431,0,430,1,1.0732805,467.35056,0.0,0.0,31,True,1.5452291,,,,,,,,49,16,0.048761293,53,7,0,0.04266919,171.32658,0,0,1.0362444,0.460973,0.6569197,0.39593416,0.29347202,-177.73647,11.544312,-58.020237,-5.1386733,False,457,29858.271370048376,5.639598,5294.397,14.499705,48,15715.250135831753,18.28712,859.36163,14.847739,46,20163.6240524458,17.701399,1139.0978,13.986474,1.2016394,0,1,0,1,0,0.8612652,0.3480339,0.5132313,30.504335,5.2601776,2,23,4,12,5.465171,,,902.3629,,5500.0,4.0,0.0,111,,,,13.731352,0.054943163,22,,NOT_AVAILABLE,215.52962878514288,32.734387980294024,132.5084093649226,-4.970279760862911,False,False,0,True,True,False,False,False,True,True,False,1.0615666e-13,5.3024723e-13,0.9995907,5606.86,5589.8916,5632.3794,4.4481,4.4119,4.4718,-0.1791,-0.1988,-0.1445,761.5482,745.1707,804.9443,0.0643,0.0537,0.0796,0.0535,0.0447,0.0664,0.0287,0.0239,0.0355,MARCS,0.8239971095572649
14465,1636148068921376768,Gaia DR3 608027151316994048,608027151316994048,435666813,2016.0,132.40283886232916,0.020496838,12.514834827301692,0.01136517,1.1066754207522238,0.024006613,46.098774,11.24063,-10.82070947851097,0.02422155,-3.0436847577849124,0.017978912,-0.2222961,-0.028096834,-0.16935793,0.125341,0.2140252,0.15495501,-0.1133747,0.2697868,-0.09878979,-0.18853529,348,9,347,1,-0.52907234,335.07397,0.0,0.0,31,False,1.548446,,,,,,,,40,17,0.03492666,44,9,0,0.083974436,10.971666,1,0,0.97887087,,,,,,,,,False,371,31387.567281160314,6.030343,5204.939,14.445473,42,16642.366454123894,19.364998,859.4045,14.785504,43,21046.440366260944,13.658176,1540.9407,13.939949,1.200756,0,1,0,0,0,0.8455553,0.34003162,0.5055237,34.51596,4.6978283,2,20,3,12,5.0969863,,,871.1304,,5750.0,4.5,0.0,222,,,,13.569551,0.079734124,17,,NOT_AVAILABLE,214.7286125625134,31.817717172460874,131.36679460234222,-5.044924458049671,False,False,0,True,True,False,False,False,True,True,False,1.0294707e-13,5.1421546e-13,0.99990845,5693.0015,5637.081,5845.4097,4.3542,4.2654,4.3995,-0.096,-0.1619,0.0542,884.1575,806.3776,1067.1393,0.0811,0.0469,0.1739,0.0678,0.0391,0.146,0.0363,0.0209,0.078,MARCS,0.8293854525575364
14679,1636148068921376768,Gaia DR3 608035152841386240,608035152841386240,761090510,2016.0,132.65821514184228,0.013728012,12.62497933359121,0.007098915,1.1323044377193092,0.016583953,68.277115,11.216124,-10.821207656718457,0.019404637,-2.9500657611466092,0.0120789595,-0.19492339,-0.08714134,0.00027183662,0.23152299,0.16900374,0.19948511,-0.13307507,0.39122304,-0.26350707,-0.04783999,413,0,408,5,-0.53012687,398.95636,0.0,2.002224e-15,31,True,1.5791719,,,,,,,,48,18,0.027361361,50,9,0,0.056045435,3.5049064,0,0,0.98056346,0.34299186,0.5740459,0.27735054,0.23980932,-170.1535,7.4903593,-52.75523,-17.542194,False,422,95977.92084230433,17.38507,5520.7095,13.231938,43,53832.588773989766,27.850866,1932.8875,13.510929,45,60556.72955378066,23.956093,2527.8215,12.792489,1.1918296,0,0,0,0,0,0.71844006,0.27899075,0.4394493,31.259068,2.210686,2,24,4,12,13.131209,,,851.526,,6000.0,4.5,-0.5,101,,,,12.602552,0.028883427,20,,NOT_AVAILABLE,214.73119526050974,32.09021514761519,131.5778613476098,-4.871593557962791,False,False,0,True,True,False,False,False,True,True,False,1.0453929e-13,5.221685e-13,0.9997508,5992.5215,5980.004,6005.7046,4.1612,4.1491,4.1704,-0.2919,-0.3043,-0.277,849.0395,835.9309,867.037,0.0175,0.0098,0.0255,0.0149,0.0083,0.0217,0.008,0.0045,0.0117,MARCS,0.8362633730926952
15407,1636148068921376768,Gaia DR3 605104821208904320,605104821208904320,1283268907,2016.0,133.35745309389537,0.015980696,12.512187204784276,0.008477992,1.0806788027502852,0.019615028,55.094433,11.359417,-10.973265402109288,0.02062931,-2.9366322031146774,0.016276518,-0.31354952,-0.20732239,-0.13066404,0.09820587,0.25921234,0.11816353,-0.018682854,0.29169598,-0.10441611,-0.39035103,434,0,432,2,2.218055,497.40295,0.041501783,1.347231,31,False,1.5711501,,,,,,,,50,17,0.03129843,52,9,0,0.025086883,5.75501,0,0,1.0760524,0.39082828,0.6081907,0.30953684,0.25141513,-176.71475,10.39107,-57.839344,-11.62287,False,445,61415.33063417573,11.599684,5294.5693,13.716675,50,33881.12022470074,19.637636,1725.3156,14.013648,47,39413.4652815203,23.909365,1648.453,13.258784,1.1934249,0,1,0,0,0,0.75486374,0.29697323,0.4578905,29.02346,3.7799816,2,25,5,12,9.47168,,,871.1306,,6000.0,4.5,-0.25,101,,,,13.088395,0.05657411,20,,NOT_AVAILABLE,215.18569935537369,32.66568826614694,132.26772019452628,-4.794291115404378,False,False,0,True,True,False,False,False,True,True,False,1.0377799e-13,5.1836584e-13,0.9998262,5916.4976,5898.3105,5935.2163,4.2538,4.207,4.2949,-0.3528,-0.3693,-0.3337,762.3192,721.0422,801.3024,0.0526,0.0419,0.0634,0.0447,0.0356,0.0538,0.0241,0.0192,0.0291,MARCS,0.8597363103439737
17704,1636148068921376768,Gaia DR3 604629248070309248,604629248070309248,1419643270,2016.0,133.45876229017983,0.018507715,11.097317874138085,0.009390763,1.2005180246542753,0.022675557,52.943264,11.168301,-10.927040164274146,0.024909893,-2.3088371852537586,0.016570628,-0.3546946,-0.12470581,-0.38213676,-0.10738211,0.24277982,0.06361209,-0.18592645,0.31836766,-0.21440539,-0.17649469,641,517,639,2,9.351593,1794.8928,0.14241879,28.545145,31,True,1.5695583,,,,,,,,75,19,0.03615143,79,34,0,0.03800096,3.6327806,0,0,1.2732286,,,,,,,,,False,654,133442.2213385533,21.584791,6182.2334,12.874134,75,73374.44223198354,25.492044,2878.3271,13.17468,77,85708.7313992932,26.462431,3238.8835,12.415333,1.1921502,0,2,0,0,0,0.75934696,0.3005457,0.45880127,36.080048,1.6015679,2,39,5,12,22.602911,,,870.7029,,6000.0,4.5,-0.25,101,,,,12.188694,0.015269831,34,22.833504,NOT_AVAILABLE,216.75666612348186,32.16276347704952,132.75381482041848,-6.12753960496409,False,False,0,True,True,True,False,False,False,True,False,1.0423116e-13,5.206294e-13,0.9997813,5867.7935,5859.2344,5903.014,3.8057,3.795,3.8195,-0.5569,-0.5777,-0.4912,934.885,921.3059,966.4188,0.0054,0.001,0.0256,0.0045,0.0009,0.0216,0.0024,0.0004,0.0117,PHOENIX,0.9294480286522927
18161,1636148068921376768,Gaia DR3 608007738064851584,608007738064851584,277641652,2016.0,132.07429849994517,0.011702435,12.369348978626032,0.0064631146,1.1817118895799714,0.013387727,88.2683,11.216792,-10.810906010338787,0.014195243,-2.9901073744271063,0.010474197,-0.2173951,-0.021520002,-0.16971819,0.058999475,0.06934312,0.07470731,-0.08508703,0.27096444,-0.17925893,-0.1864282,398,398,397,1,-2.3777485,491.07565,0.030157525,1.2174958,31,True,1.5363775,,,,,,,,45,19,0.020380387,47,10,0,0.037821546,10.076788,0,0,0.9154681,,,,,,,,,False,405,179294.5326655702,34.079205,5261.113,12.55345,44,92732.75115890855,45.80256,2024.6194,12.92046,44,123171.8043811658,46.316357,2659.3586,12.021617,1.2041893,0,0,0,0,0,0.8988428,0.36701012,0.5318327,34.28927,0.8047221,1,22,2,14,25.696764,-1.1258621,0.7553444,884.861,13.3025875,5500.0,3.5,0.0,111,,,,11.795638,0.014170228,20,25.747177,NOT_AVAILABLE,214.72882495386116,31.465446983463508,131.0957115093256,-5.271203791491923,False,False,0,True,True,True,False,False,False,True,False,1.0275248e-13,5.1324353e-13,0.99992776,,,,,,,,,,,,,,,,,,,,,,,0.9424431196910134
18203,1636148068921376768,Gaia DR3 598658242801192192,598658242801192192,1066886130,2016.0,132.49816667241157,0.018437367,10.931765059112609,0.010423297,1.0809411303374796,0.025409857,42.54023,11.0226965,-10.696492011466784,0.025403636,-2.6617462354408334,0.018638084,-0.2750552,-0.11887873,-0.15195608,0.13875808,0.15655123,0.1526047,-0.1254822,0.53858894,-0.41802105,-0.35952222,393,0,393,0,-0.8627665,370.83127,0.0,0.0,31,False,1.5485638,,,,,,,,46,18,0.039049968,48,9,0,0.022502631,175.28912,0,0,0.96833885,0.28573588,0.5610047,0.2520334,0.203704,-172.51201,10.603333,-52.51597,-19.955782,False,404,34375.1469064639,6.6390195,5177.7446,14.346755,46,18183.278982999153,16.869867,1077.8555,14.689362,43,23072.55946922526,17.580666,1312.3826,13.840156,1.2001647,0,1,0,0,0,0.849206,0.34260654,0.5065994,33.051617,4.049359,2,24,6,15,6.0966825,,,933.6685,,5750.0,4.5,0.0,222,,,,13.601433,0.12720156,22,,NOT_AVAILABLE,216.46084866496247,31.239115195029708,131.8865587178727,-6.544069616412513,False,False,0,True,True,False,False,False,True,True,False,1.0337514e-13,5.163536e-13,0.99986607,5584.539,5553.627,5628.769,4.3479,4.2863,4.3723,-0.2249,-0.2683,-0.171,893.5511,853.8038,1016.3809,0.0265,0.0063,0.0541,0.022,0.0053,0.0451,0.0118,0.0028,0.0242,MARCS,0.9435373705884849
